Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Revenue,Cost,Profit,Profit_Margin,Month,Quarter,Year
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,333.59,79342.56,-79008.97,-236.8445397044276,2023-11,2023Q4,2023
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,8995.75,139344.24000000002,-130348.49000000002,-14.490008059361367,2023-09,2023Q3,2023
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,7853.66,98030.94,-90177.28,-11.482198108907184,2023-06,2023Q2,2023
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,7825.72,5906.46,1919.2600000000002,0.24525027729077967,2023-06,2023Q2,2023
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,4634.16,106164.40000000001,-101530.24,-21.909092478464277,2023-01,2023Q1,2023
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,4040.25,72363.21,-68322.96,-16.910577315760165,2023-09,2023Q3,2023
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,3098.87,139529.91,-136431.04,-44.026061112599116,2023-05,2023Q2,2023
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,750.38,28171.92,-27421.539999999997,-36.54353794077667,2023-06,2023Q2,2023
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,2359.53,40510.66,-38151.130000000005,-16.168953138972594,2023-01,2023Q1,2023
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,2541.38,14333.699999999999,-11792.32,-4.640124656682589,2023-06,2023Q2,2023
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,4892.36,36521.99,-31629.629999999997,-6.46510681961262,2023-05,2023Q2,2023
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,7499.7,99202.8,-91703.1,-12.227569102764111,2023-03,2023Q1,2023
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,4790.72,58656.64,-53865.92,-11.243804689065525,2023-11,2023Q4,2023
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,672.66,2073.52,-1400.8600000000001,-2.082567716231083,2023-11,2023Q4,2023
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,9582.12,79465.98,-69883.86,-7.293152246058283,2023-04,2023Q2,2023
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,9432.97,15087.49,-5654.52,-0.5994421693273699,2023-11,2023Q4,2023
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,7873.38,11600.56,-3727.1799999999994,-0.47339008151518147,2023-09,2023Q3,2023
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,9914.15,94062.98000000001,-84148.83000000002,-8.487750336640056,2023-09,2023Q3,2023
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,5490.38,94644.42,-89154.04,-16.23822759080428,2023-02,2023Q1,2023
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,9631.41,89863.55,-80232.14,-8.330259017111722,2023-04,2023Q2,2023
1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,848.49,20683.0,-19834.51,-23.376244858513356,2023-04,2023Q2,2023
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,3720.24,37823.04,-34102.8,-9.166827946584093,2023-11,2023Q4,2023
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,2331.27,35752.34,-33421.07,-14.335992827943567,2023-03,2023Q1,2023
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,2038.75,34397.76,-32359.010000000002,-15.871985285101166,2023-11,2023Q4,2023
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,1493.95,46625.39,-45131.44,-30.20947153519194,2023-08,2023Q3,2023
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,6261.9,49053.22,-42791.32,-6.833600025551351,2023-11,2023Q4,2023
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,7835.09,153078.12,-145243.03,-18.537506269870544,2023-05,2023Q2,2023
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,5825.15,92758.54,-86933.39,-14.923802820528227,2023-03,2023Q1,2023
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,1554.93,24044.12,-22489.19,-14.463152682114305,2023-02,2023Q1,2023
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,8130.13,142485.35,-134355.22,-16.5255930716975,2023-01,2023Q1,2023
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,6395.95,80364.3,-73968.35,-11.56487308374831,2023-10,2023Q4,2023
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,3942.84,24074.4,-20131.56,-5.105852634141888,2023-11,2023Q4,2023
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,6773.89,80458.84000000001,-73684.95000000001,-10.87778957142794,2023-03,2023Q1,2023
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,2673.06,2928.74,-255.67999999999984,-0.09565067750069203,2023-11,2023Q4,2023
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,3517.4,150685.08,-147167.68,-41.83990447489623,2023-12,2023Q4,2023
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,9183.11,22303.62,-13120.509999999998,-1.4287654182515508,2023-11,2023Q4,2023
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,2975.99,107840.16,-104864.17,-35.236734666447134,2023-09,2023Q3,2023
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,4752.88,57908.8,-53155.920000000006,-11.183939001195066,2023-12,2023Q4,2023
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,8912.4,14873.76,-5961.360000000001,-0.6688838023428034,2023-08,2023Q3,2023
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,7106.44,52670.88,-45564.439999999995,-6.4117110677076,2023-09,2023Q3,2023
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,715.81,29263.28,-28547.469999999998,-39.88135119654657,2023-11,2023Q4,2023
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,1558.3,37013.76,-35455.46,-22.752653532695888,2023-10,2023Q4,2023
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,177.63,48270.4,-48092.770000000004,-270.74688960198165,2023-10,2023Q4,2023
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,6346.13,4185.04,2161.09,0.340536673531743,2023-08,2023Q3,2023
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,4531.97,169353.46,-164821.49,-36.36861894496212,2023-06,2023Q2,2023
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,1429.32,27226.76,-25797.44,-18.048750454761706,2023-01,2023Q1,2023
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,9583.55,1862.7299999999998,7720.82,0.8056325683071514,2023-12,2023Q4,2023
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,5343.63,22814.46,-17470.829999999998,-3.269468507362972,2023-03,2023Q1,2023
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,2494.74,138014.56,-135519.82,-54.32222195499331,2023-03,2023Q1,2023
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,5055.98,46654.08,-41598.100000000006,-8.227504855636298,2023-05,2023Q2,2023
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,6828.24,3837.96,2990.2799999999997,0.437928368071421,2023-03,2023Q1,2023
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,854.77,49740.12,-48885.350000000006,-57.19123272927221,2023-08,2023Q3,2023
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,2819.57,60504.72,-57685.15,-20.458846561709763,2023-02,2023Q1,2023
1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,8088.96,15708.98,-7620.0199999999995,-0.9420271580030065,2023-03,2023Q1,2023
1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,4650.68,196627.5,-191976.82,-41.27930109145329,2023-10,2023Q4,2023
1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,5511.11,12029.75,-6518.64,-1.182817980406851,2023-11,2023Q4,2023
1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,4384.88,83726.70000000001,-79341.82,-18.09441079345387,2023-10,2023Q4,2023
1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,534.61,10417.53,-9882.92,-18.48622360225211,2023-04,2023Q2,2023
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,1740.92,32296.08,-30555.160000000003,-17.551156859591483,2023-01,2023Q1,2023
1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,4510.86,131879.58,-127368.71999999999,-28.236017078783203,2023-10,2023Q4,2023
1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,2170.94,37399.14,-35228.2,-16.227164269855454,2023-06,2023Q2,2023
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,594.79,25796.42,-25201.629999999997,-42.37063501403857,2023-05,2023Q2,2023
1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,8452.13,91804.79999999999,-83352.66999999998,-9.861735444201639,2023-12,2023Q4,2023
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,9813.81,111604.40000000001,-101790.59000000001,-10.3721785932273,2023-01,2023Q1,2023
